Nama_BUMDes,Provinsi,Kabupaten,Kecamatan,Desa,Status,Kategori
BUM DESA AGAM MANDIRI TAROBOK,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA,TAROBOK,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MARIO SEJAHTERA MARIO,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA,MARIO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUMBER MANDIRI KARIANGO,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA,KARIANGO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MELI JAYA MELLI,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA,MELLI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN PALANDAN,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA,PALANDAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEKAR HARAPAN BUMI HARAPAN,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA,BUMI HARAPAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA POREANG JAYA POREANG,SULAWESI SELATAN,LUWU UTARA,TANA LILI,POREANG,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MITRA MULYA MULYOREJO,SULAWESI SELATAN,LUWU UTARA,SUKAMAJU SELATAN,MULYOREJO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LINO JAYA LINO,SULAWESI SELATAN,LUWU UTARA,SUKAMAJU SELATAN,LINO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA USAHA BERSAMA LARA,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA SELATAN,LARA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MARANNU JAYA MARANNU,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA SELATAN,MARANNU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LESTARI MUKTI JAYA,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA SELATAN,MUKTI JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PLAMBOYAN MUKTI TAMA,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA SELATAN,MUKTI TAMA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI POLEWALI,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA SELATAN,POLEWALI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MATAHARI SUMPIRA,SULAWESI SELATAN,LUWU UTARA,BAEBUNTA SELATAN,SUMPIRA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BUANGIN JAYA BUANGIN,SULAWESI SELATAN,LUWU UTARA,SABBANG SELATAN,BUANGIN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN DANDANG JAYA DANDANG,SULAWESI SELATAN,LUWU UTARA,SABBANG SELATAN,DANDANG,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MALEKO MANDIRI KALOTOK,SULAWESI SELATAN,LUWU UTARA,SABBANG SELATAN,KALOTOK,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MITRA JAYA WONOREJO,SULAWESI SELATAN,LUWU TIMUR,MANGKUTANA,WONOREJO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIMPANDE RAYA TEROMU,SULAWESI SELATAN,LUWU TIMUR,MANGKUTANA,TEROMU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERKAH SINDU AGUNG,SULAWESI SELATAN,LUWU TIMUR,MANGKUTANA,SINDU AGUNG,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MITRA USAHA WONOREJO TIMUR,SULAWESI SELATAN,LUWU TIMUR,MANGKUTANA,WONOREJO TIMUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TEPOASA NIKKEL,SULAWESI SELATAN,LUWU TIMUR,NUHA,NIKKEL,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LOEHA MANDIRI LOEHA,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,LOEHA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LAMPESUE MAHALONA,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,MAHALONA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEHATI TIMAMPU,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,TIMAMPU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA MANDIRI SEJAHTRA WAWONDULA,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,WAWONDULA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PELITA MANDIRI LANGKEA RAYA,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,LANGKEA RAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIPATUOSIPATOKKONG TOKALIMBO,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,TOKALIMBO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PIONEER BARUGA,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,BARUGA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA MAJU SEJAHTERA PEKALOA,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,PEKALOA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LIOKA MANDIRI LIOKA,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,LIOKA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN BARU RANTE ANGIN,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,RANTE ANGIN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ASO AROA MATOMPI,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,MATOMPI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PEASA TOLE,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,TOLE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI ABADI LIBUKAN MANDIRI,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,LIBUKAN MANDIRI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KALOSI MANDIRI KALOSI,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,KALOSI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN JAYA HARAPAN,SULAWESI SELATAN,LUWU TIMUR,MALILI,HARAPAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU BERSAMA LASKAP,SULAWESI SELATAN,LUWU TIMUR,MALILI,LASKAP,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA SEJAHTERA WEWANGRIU,SULAWESI SELATAN,LUWU TIMUR,MALILI,WEWANGRIU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SL2 SENTOSA BARUGA,SULAWESI SELATAN,LUWU TIMUR,MALILI,BARUGA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BANGUN HARJA LAKAWALI,SULAWESI SELATAN,LUWU TIMUR,MALILI,LAKAWALI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MATTIMPA USSU,SULAWESI SELATAN,LUWU TIMUR,MALILI,USSU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA SIPATUO BALANTANG,SULAWESI SELATAN,LUWU TIMUR,MALILI,BALANTANG,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ATUE BERKARYA ATUE,SULAWESI SELATAN,LUWU TIMUR,MALILI,ATUE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MUDA BERKARYA PONGKERU,SULAWESI SELATAN,LUWU TIMUR,MALILI,PONGKERU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PASI-PASI JAYA PASI-PASI,SULAWESI SELATAN,LUWU TIMUR,MALILI,PASI-PASI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LAYAR PESISIR LAKAWALI PANTAI,SULAWESI SELATAN,LUWU TIMUR,MALILI,LAKAWALI PANTAI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TAMPINNA BERKARYA TAMPINNA,SULAWESI SELATAN,LUWU TIMUR,ANGKONA,TAMPINNA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LAMAETO BERKARYA LAMAETO,SULAWESI SELATAN,LUWU TIMUR,ANGKONA,LAMAETO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JAYA BERKAH DESA WATANGPANUA WATANGPANUA,SULAWESI SELATAN,LUWU TIMUR,ANGKONA,WATANGPANUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JUARA WANASARI,SULAWESI SELATAN,LUWU TIMUR,ANGKONA,WANASARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LALAMBATE TARANTAJO LAMPENAI,SULAWESI SELATAN,LUWU TIMUR,WOTU,LAMPENAI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEJAHTERA TARENGGE,SULAWESI SELATAN,LUWU TIMUR,WOTU,TARENGGE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI SEJAHTERA CENDANA HIJAU,SULAWESI SELATAN,LUWU TIMUR,WOTU,CENDANA HIJAU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LENTERA BAWALIPU,SULAWESI SELATAN,LUWU TIMUR,WOTU,BAWALIPU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERKAH MANDIRI KALAENA,SULAWESI SELATAN,LUWU TIMUR,WOTU,KALAENA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MADECENG RAHAYU LERA,SULAWESI SELATAN,LUWU TIMUR,WOTU,LERA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BAHARI MARIO MARENNU BAHARI,SULAWESI SELATAN,LUWU TIMUR,WOTU,BAHARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA AMERTA NADI KARAMBUA,SULAWESI SELATAN,LUWU TIMUR,WOTU,KARAMBUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MERTA ASIH PEPURO BARAT,SULAWESI SELATAN,LUWU TIMUR,WOTU,PEPURO BARAT,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TANI MANDIRI TARENGGE TIMUR,SULAWESI SELATAN,LUWU TIMUR,WOTU,TARENGGE TIMUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN NUSANTARA MADANI,SULAWESI SELATAN,LUWU TIMUR,WOTU,MADANI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN BERSAMA TABAROGE,SULAWESI SELATAN,LUWU TIMUR,WOTU,TABAROGE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MINCARA BURAU,SULAWESI SELATAN,LUWU TIMUR,BURAU,BURAU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MASANCA JALAJJA,SULAWESI SELATAN,LUWU TIMUR,BURAU,JALAJJA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEHATI BONE PUTE,SULAWESI SELATAN,LUWU TIMUR,BURAU,BONE PUTE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KUBU INDAH BATU PUTIH,SULAWESI SELATAN,LUWU TIMUR,BURAU,BATU PUTIH,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAPPATUO BURAU PANTAI,SULAWESI SELATAN,LUWU TIMUR,BURAU,BURAU PANTAI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN BANGUN JAYA,SULAWESI SELATAN,LUWU TIMUR,TOMONI,BANGUN JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUMBER REZEKI SUMBER ALAM,SULAWESI SELATAN,LUWU TIMUR,TOMONI,SUMBER ALAM,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA BERSAMA BANGUN KARYA,SULAWESI SELATAN,LUWU TIMUR,TOMONI,BANGUN KARYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KERTA DANA KERTORAHARJO,SULAWESI SELATAN,LUWU TIMUR,TOMONI TIMUR,KERTORAHARJO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA BERSAMA CENDANA HITAM,SULAWESI SELATAN,LUWU TIMUR,TOMONI TIMUR,CENDANA HITAM,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN MAKMUR PATTENGKO,SULAWESI SELATAN,LUWU TIMUR,TOMONI TIMUR,PATTENGKO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUMBER BERKAH MARGOMULYO,SULAWESI SELATAN,LUWU TIMUR,TOMONI TIMUR,MARGOMULYO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA MANDIRI SEJAHTERA KALAENA KIRI,SULAWESI SELATAN,LUWU TIMUR,KALAENA,KALAENA KIRI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SARAMBU ARGOTAMA NON BLOK,SULAWESI SELATAN,LUWU TIMUR,KALAENA,NON BLOK,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUMBER SEJAHTERA SUMBER MAKMUR,SULAWESI SELATAN,LUWU TIMUR,KALAENA,SUMBER MAKMUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TEPOASO LEDU LEDU,SULAWESI SELATAN,LUWU TIMUR,WASUPONDA,LEDU LEDU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BATU NENAS WASUPONDA,SULAWESI SELATAN,LUWU TIMUR,WASUPONDA,WASUPONDA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERKAH BALAMBANO,SULAWESI SELATAN,LUWU TIMUR,WASUPONDA,BALAMBANO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEKAR LESTARI RANTE,SULAWESI SELATAN,TORAJA UTARA,NANGGALA,RANTE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIKAMALI LO' KO URU,SULAWESI SELATAN,TORAJA UTARA,RINDINGALLO,LO' KO URU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA EDEN MANGGAYO PATA'PADANG,SULAWESI SELATAN,TORAJA UTARA,SANGGALANGI,PATA'PADANG,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PEDATUAN BENTENG KA'DO TO'REA,SULAWESI SELATAN,TORAJA UTARA,TIKALA,BENTENG KA'DO TO'REA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PALEM PALANGI',SULAWESI SELATAN,TORAJA UTARA,BALUSU,PALANGI',Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TURUNAN TANG MATI PARANDANGAN,SULAWESI SELATAN,TORAJA UTARA,BUNTU PEPASAN,PARANDANGAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TALLULOLONA TALLU LOLO,SULAWESI SELATAN,TORAJA UTARA,KESU,TALLU LOLO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SANDAN WAI TADONGKON,SULAWESI SELATAN,TORAJA UTARA,KESU,TADONGKON,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIANGKARAN TONDON,SULAWESI SELATAN,TORAJA UTARA,TONDON,TONDON,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BENTENG KA'DO BERSINAR BENTENG KA'DO,SULAWESI SELATAN,TORAJA UTARA,KAPALA PITU,BENTENG KA'DO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIKUKU' SIKAMALI' SIKUKU',SULAWESI SELATAN,TORAJA UTARA,KAPALA PITU,SIKUKU',Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KANTUN POYA MISAKADA KANTUN POYA,SULAWESI SELATAN,TORAJA UTARA,KAPALA PITU,KANTUN POYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAMULLU MANDIRI BONTONG MAMULLU,SULAWESI SELATAN,TORAJA UTARA,KAPALA PITU,BONTONG MAMULLU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JAYA MAKMUR TAMBEA,SULAWESI TENGGARA,KOLAKA,POMALAA,TAMBEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEOHAI SOPURA,SULAWESI TENGGARA,KOLAKA,POMALAA,SOPURA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERSATU OKO-OKO,SULAWESI TENGGARA,KOLAKA,POMALAA,OKO-OKO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MULIA KARYA KUKUTIO,SULAWESI TENGGARA,KOLAKA,WATUBANGGA,KUKUTIO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WULELENGGAPU SANI-SANI,SULAWESI TENGGARA,KOLAKA,SAMATURU,SANI-SANI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU BERSAMA MEURA,SULAWESI TENGGARA,KOLAKA,SAMATURU,MEURA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TOBISILA TIRAWUTA,SULAWESI TENGGARA,KONAWE,PONDIDAHA,TIRAWUTA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU BERSAMA PADANGGUNI UTAMA,SULAWESI TENGGARA,KONAWE,ABUKI,PADANGGUNI UTAMA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BAHARI LEPPE,SULAWESI TENGGARA,KONAWE,SOROPIA,LEPPE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA NUNULAI LALONGGOWUNA,SULAWESI TENGGARA,KONAWE,TONGAUNA,LALONGGOWUNA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA MANDIRI WAWORODA JAYA,SULAWESI TENGGARA,KONAWE,TONGAUNA,WAWORODA JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ABADI JAYA SANUANGGAMO,SULAWESI TENGGARA,KONAWE,TONGAUNA,SANUANGGAMO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PUUNDOMBI JAYA PUUNDOPI,SULAWESI TENGGARA,KONAWE,TONGAUNA,PUUNDOPI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN BARU AMBOPI,SULAWESI TENGGARA,KONAWE,TONGAUNA,AMBOPI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDALA ANDEPOSUNDE,SULAWESI TENGGARA,KONAWE,TONGAUNA,ANDEPOSUNDE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA URIP MAJU ANGGOHU,SULAWESI TENGGARA,KONAWE,TONGAUNA,ANGGOHU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARUMAS OLUA AO,SULAWESI TENGGARA,KONAWE,TONGAUNA,OLUA AO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA BERSAMA NAMBEABORU,SULAWESI TENGGARA,KONAWE,TONGAUNA,NAMBEABORU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO AMBEPULU,SULAWESI TENGGARA,KONAWE,TONGAUNA,AMBEPULU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEJAHTERA MANDIRI BAROWILA,SULAWESI TENGGARA,KONAWE,TONGAUNA,BAROWILA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA METEULU PURIALA,SULAWESI TENGGARA,KONAWE,PURIALA,PURIALA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO WATUSA,SULAWESI TENGGARA,KONAWE,PURIALA,WATUSA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TOROUE PUUSANGI,SULAWESI TENGGARA,KONAWE,PURIALA,PUUSANGI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA UNENAPO UNGGULINO,SULAWESI TENGGARA,KONAWE,PURIALA,UNGGULINO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEJAHTERA TETEWATU,SULAWESI TENGGARA,KONAWE,PURIALA,TETEWATU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SAMATURU TETEHAKA,SULAWESI TENGGARA,KONAWE,PURIALA,TETEHAKA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN KITA LALOONAHA,SULAWESI TENGGARA,KONAWE,PURIALA,LALOONAHA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA NUNULAI WAWOSANGGULA,SULAWESI TENGGARA,KONAWE,PURIALA,WAWOSANGGULA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ATMA JAYA ALO-OLOHO,SULAWESI TENGGARA,KONAWE,UEPAI,ALO-OLOHO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERKAH BERSAMA ANGGOPIU,SULAWESI TENGGARA,KONAWE,UEPAI,ANGGOPIU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LAWULU JAYA LALOMERUI,SULAWESI TENGGARA,KONAWE,ROUTA,LALOMERUI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU MAKMUR SEJAHTERA LEREHOMA,SULAWESI TENGGARA,KONAWE,ANGGABERI,LEREHOMA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TRI RAHAYU WEORAHI,SULAWESI TENGGARA,KONAWE,MELUHU,WEORAHI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA EPEESI LAMELAI,SULAWESI TENGGARA,KONAWE,MELUHU,LAMELAI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JAYA SENTOSA AHUHU,SULAWESI TENGGARA,KONAWE,MELUHU,AHUHU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU SEJAHTERA LALOPISI,SULAWESI TENGGARA,KONAWE,MELUHU,LALOPISI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SRI SEDANA ULU BENUA,SULAWESI TENGGARA,KONAWE,AMONGGEDO,ULU BENUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BINA SEJAHTERA PUASANA,SULAWESI TENGGARA,KONAWE,AMONGGEDO,PUASANA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WIRAMOSOKO HUDOA,SULAWESI TENGGARA,KONAWE,KONAWE,HUDOA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BANGKIT MANDIRI LALIMBUE,SULAWESI TENGGARA,KONAWE,KAPOIALA,LALIMBUE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KASEISEHA NAPALAKURA,SULAWESI TENGGARA,MUNA,NAPABALANO,NAPALAKURA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MUTIARA JAYA RAIMUNA,SULAWESI TENGGARA,MUNA,MALIGANO,RAIMUNA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MUTIARA LAPOLE,SULAWESI TENGGARA,MUNA,MALIGANO,LAPOLE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA MANDIRI BAKEALU,SULAWESI TENGGARA,MUNA,WAKORUMBA SELATAN,BAKEALU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA AZKALAKIA LABONE,SULAWESI TENGGARA,MUNA,LASALEPA,LABONE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BARAKATI BONEA,SULAWESI TENGGARA,MUNA,LASALEPA,BONEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BAROKAH WAKADIA,SULAWESI TENGGARA,MUNA,WATOPUTE,WAKADIA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SOLIWUNTO LAPODIDI,SULAWESI TENGGARA,MUNA,KONTUNAGA,LAPODIDI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KAMPIRI JAYA BHONE KAINSETALA,SULAWESI TENGGARA,MUNA,BONE,BHONE KAINSETALA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SOLIWU BONE LOLIBU BONE LOLIBU,SULAWESI TENGGARA,MUNA,BONE,BONE LOLIBU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SOKADOLIHA JAYA OELONGKO,SULAWESI TENGGARA,MUNA,BONE,OELONGKO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TUNAS BARU MATOMBURA,SULAWESI TENGGARA,MUNA,BONE,MATOMBURA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KAROO MANDIRI LEMBO,SULAWESI TENGGARA,MUNA,KONTU KOWUNA,LEMBO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JUJUR JAYA KILAMBIBITO,SULAWESI TENGGARA,MUNA,KONTU KOWUNA,KILAMBIBITO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA GHOLO KONTU KOWUNA,SULAWESI TENGGARA,MUNA,KONTU KOWUNA,KONTU KOWUNA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SINAR MUTIARA TAPITAPI,SULAWESI TENGGARA,MUNA,MAROBO,TAPITAPI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA RAHMAT ILLAHI BALUARA,SULAWESI TENGGARA,MUNA,BATUKARA,BALUARA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LOBSTER WANGKOLABU,SULAWESI TENGGARA,MUNA,TOWEA,WANGKOLABU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WAYARO MAINAWA KANCINAA,SULAWESI TENGGARA,BUTON,PASARWAJO,KANCINAA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAINAWA MOLOGINA WINNING,SULAWESI TENGGARA,BUTON,PASARWAJO,WINNING,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TAKAWA MAINAWA DONGKALA,SULAWESI TENGGARA,BUTON,PASARWAJO,DONGKALA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KAMELANTA KAINAWA MOLAGINA KAMELANTA,SULAWESI TENGGARA,BUTON,KAPONTORI,KAMELANTA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LAMBUSANGO TIMUR MAINAWA LAMBUSANGO TIMUR,SULAWESI TENGGARA,BUTON,KAPONTORI,LAMBUSANGO TIMUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KAKENAUWE MAINAWA KAKENAUWE,SULAWESI TENGGARA,BUTON,LASALIMU,KAKENAUWE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WAOLEONA BERSINAR WAOLEONA,SULAWESI TENGGARA,BUTON,LASALIMU,WAOLEONA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUANDALA KAINAWA MOLAGINA SUANDALA,SULAWESI TENGGARA,BUTON,LASALIMU,SUANDALA,Dokumen Badan Hukum Terverifikasi,BUM Desa
